.text section layout
  Starting        Virtual
  address  Size   address
  -----------------------
  00000000 000efc 800056e0  1 .text 	m_Do_main.o 
  000757ec 00000c 8007aecc  4 dPa_J3Dmodel_c() 	d_particle.o 
  000757f8 00008c 8007aed8  4 ~dPa_modelControl_c() 	d_particle.o 
  00075884 000110 8007af64  4 dPa_modelControl_c::newModel(J3DModelData*) 	d_particle.o 
  00075994 0000e4 8007b074  4 dPa_modelControl_c::draw() 	d_particle.o 
  00075a78 00003c 8007b158  4 dPa_followEcallBack(u8, u8) 	d_particle.o 
  00075ab4 0000f4 8007b194  4 dPa_followEcallBack::execute(JPABaseEmitter*) 	d_particle.o 
  00075ba8 000040 8007b288  4 dPa_followEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  00075be8 000098 8007b2c8  4 dPa_followEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  00075c80 000050 8007b360  4 dPa_followEcallBack::end() 	d_particle.o 
  00075cd0 000094 8007b3b0  4 dPa_smokeEcallBack(u8) 	d_particle.o 
  00075d64 00006c 8007b444  4 ~dPa_followEcallBack() 	d_particle.o 
  00075dd0 0000a8 8007b4b0  4 dPa_smokeEcallBack(u8, u8, u8, u8) 	d_particle.o 
  00075e78 000090 8007b558  4 dPa_smokeEcallBack(_GXColor const&, dKy_tevstr_c*, u8) 	d_particle.o 
  00075f08 0000b0 8007b5e8  4 dPa_smokeEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  00075fb8 00005c 8007b698  4 ~dPa_smokePcallBack() 	d_particle.o 
  00076014 000048 8007b6f4  4 ~JPACallBackBase2<P14JPABaseEmitter,P15JPABaseParticle>() 	d_particle.o 
  0007605c 0000c8 8007b73c  4 initiateLighting(_GXColorS10&, _GXColor&, _GXColor&) 	d_particle.o 
  00076124 000340 8007b804  4 smokeEcallBack(JPABaseEmitter*, dKy_tevstr_c*, i8, _GXColor) 	d_particle.o 
  00076464 00003c 8007bb44  4 dPa_smokeEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  000764a0 000058 8007bb80  4 dPa_smokeEcallBack::end() 	d_particle.o 
  000764f8 0000ac 8007bbd8  4 dPa_setWindPower(JPABaseParticle*) 	d_particle.o 
  000765a4 000030 8007bc84  4 dPa_smokePcallBack::execute(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  000765d4 0006cc 8007bcb4  4 dPa_smokePcallBack::draw(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  00076ca0 000030 8007c380  4 dPa_selectTexEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  00076cd0 000070 8007c3b0  4 dPa_simpleEcallBack() 	d_particle.o 
  00076d40 00003c 8007c420  4 ~dPa_simpleData_c() 	d_particle.o 
  00076d7c 000004 8007c45c  4 dPa_simpleData_c() 	d_particle.o 
  00076d80 0001b8 8007c460  4 dPa_simpleEcallBack::executeAfter(JPABaseEmitter*) 	d_particle.o 
  00076f38 00005c 8007c618  4 ~dPa_windPcallBack() 	d_particle.o 
  00076f94 000078 8007c674  4 dPa_simpleEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  0007700c 000088 8007c6ec  4 dPa_simpleEcallBack::create(JPAEmitterManager*, u16, u8) 	d_particle.o 
  00077094 0000cc 8007c774  4 dPa_simpleEcallBack::createEmitter(JPAEmitterManager*) 	d_particle.o 
  00077160 000084 8007c840  4 dPa_simpleEcallBack::set(cXyz const*, u8, _GXColor const&, _GXColor const&, i32) 	d_particle.o 
  000771e4 000024 8007c8c4  4 dPa_windPcallBack::execute(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  00077208 0000bc 8007c8e8  4 dPa_control_c() 	d_particle.o 
  000772c4 000084 8007c9a4  4 ~dPa_simpleEcallBack() 	d_particle.o 
  00077348 000008 8007ca28  4 dPa_control_c::getRM_ID(u16) 	d_particle.o 
  00077350 000068 8007ca30  4 dPa_control_c::swapFrameBufferTexture() 	d_particle.o 
  000773b8 000230 8007ca98  4 dPa_control_c::createCommon(void const*) 	d_particle.o 
  000775e8 000188 8007ccc8  4 dPa_control_c::createRoomScene(void const*) 	d_particle.o 
  00077770 0000d0 8007ce50  4 dPa_control_c::readScene(u8, mDoDvdThd_toMainRam_c**) 	d_particle.o 
  00077840 000078 8007cf20  4 dPa_control_c::createScene(void const*) 	d_particle.o 
  000778b8 000090 8007cf98  4 dPa_control_c::removeRoomScene() 	d_particle.o 
  00077948 00006c 8007d028  4 dPa_control_c::removeScene() 	d_particle.o 
  000779b4 000048 8007d094  4 dPa_control_c::calc3D() 	d_particle.o 
  000779fc 000048 8007d0dc  4 dPa_control_c::calc2D() 	d_particle.o 
  00077a44 000048 8007d124  4 dPa_control_c::calcMenu() 	d_particle.o 
  00077a8c 000070 8007d16c  4 dPa_control_c::draw(JPADrawInfo*, u8) 	d_particle.o 
  00077afc 00019c 8007d1dc  4 dPa_control_c::set(u8, u16, cXyz const*, csXyz const*, cXyz const*, u8, dPa_levelEcallBack*, i8, _GXColor const*, _GXColor const*, cXyz const*) 	d_particle.o 
  00077c98 00009c 8007d378  4 dPa_control_c::setBombSmoke(u16, cXyz const*, csXyz const*, cXyz const*, u8) 	d_particle.o 
  00077d34 000584 8007d414  4 dPa_control_c::setSimpleLand(i32, cXyz const*, csXyz const*, f32, f32, f32, dKy_tevstr_c*, i32*, i32) 	d_particle.o 
  000782b8 0000c0 8007d998  4 dPa_control_c::setSimpleLand(cBgS_PolyInfo&, cXyz const*, csXyz const*, f32, f32, f32, dKy_tevstr_c*, i32*, i32) 	d_particle.o 
  00078378 000050 8007da58  4 dPa_control_c::checkAtrCodeEffect(i32) 	d_particle.o 
  000783c8 00008c 8007daa8  4 dPa_control_c::setNormalStripes(u16, cXyz const*, csXyz const*, cXyz const*, u8, u16) 	d_particle.o 
  00078454 000090 8007db34  4 dPa_control_c::newSimple(u16, u8) 	d_particle.o 
  000784e4 00006c 8007dbc4  4 dPa_control_c::setSimple(u16, cXyz const*, u8, _GXColor const&, _GXColor const&, i32) 	d_particle.o 
  00078550 00003c 8007dc30  4 dPa_control_c::getSimple(u16) 	d_particle.o 
  0007858c 000028 8007dc6c  4 dPa_rippleEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  000785b4 000050 8007dc94  4 dPa_rippleEcallBack::end() 	d_particle.o 
  00078604 00008c 8007dce4  4 dPa_rippleEcallBack::execute(JPABaseEmitter*) 	d_particle.o 
  00078690 000038 8007dd70  4 dPa_rippleEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  000786c8 00000c 8007dda8  4 dPa_singleRippleEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  000786d4 00004c 8007ddb4  4 dPa_singleRippleEcallBack::execute(JPABaseEmitter*) 	d_particle.o 
  00078720 000038 8007de00  4 dPa_singleRippleEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  00078758 00005c 8007de38  4 dPa_ripplePcallBack::execute(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  000787b4 0003c0 8007de94  4 dPa_ripplePcallBack::draw(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  00078b74 000034 8007e254  4 dPa_waveEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  00078ba8 000034 8007e288  4 dPa_waveEcallBack::remove() 	d_particle.o 
  00078bdc 0001c8 8007e2bc  4 dPa_waveEcallBack::executeAfter(JPABaseEmitter*) 	d_particle.o 
  00078da4 000380 8007e484  4 dPa_waveEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  00079124 000018 8007e804  4 dPa_splashEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  0007913c 000034 8007e81c  4 dPa_splashEcallBack::remove() 	d_particle.o 
  00079170 000168 8007e850  4 dPa_splashEcallBack::execute(JPABaseEmitter*) 	d_particle.o 
  000792d8 00001c 8007e9b8  4 dPa_cutTurnEcallBack_c::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  000792f4 0000f0 8007e9d4  4 dPa_cutTurnEcallBack_c::executeAfter(JPABaseEmitter*) 	d_particle.o 
  000793e4 00003c 8007eac4  4 dPa_cutTurnEcallBack_c::end() 	d_particle.o 
  00079420 000528 8007eb00  4 dPa_stripesEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  00079948 000034 8007f028  4 dPa_kageroEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  0007997c 0000ac 8007f05c  4 dPa_bombSmokeEcallBack::execute(JPABaseEmitter*) 	d_particle.o 
  00079a28 0000a0 8007f108  4 dPa_trackEcallBack::getMaxWaterY(JGeometry::TVec3<f>*) 	d_particle.o 
  00079ac8 000018 8007f1a8  4 dPa_trackEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  00079ae0 000034 8007f1c0  4 dPa_trackEcallBack::remove() 	d_particle.o 
  00079b14 0001c8 8007f1f4  4 dPa_trackEcallBack::execute(JPABaseEmitter*) 	d_particle.o 
  00079cdc 000270 8007f3bc  4 dPa_trackEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  00079f4c 00006c 8007f62c  4 ~dPa_trackEcallBack() 	d_particle.o 
  00079fb8 00006c 8007f698  4 ~dPa_bombSmokeEcallBack() 	d_particle.o 
  0007a024 000004 8007f704  4 dPa_bombSmokeEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  0007a028 00005c 8007f708  4 ~dPa_kageroEcallBack() 	d_particle.o 
  0007a084 00006c 8007f764  4 ~dPa_stripesEcallBack() 	d_particle.o 
  0007a0f0 000004 8007f7d0  4 dPa_stripesEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  0007a0f4 00006c 8007f7d4  4 ~dPa_cutTurnEcallBack_c() 	d_particle.o 
  0007a160 00006c 8007f840  4 ~dPa_splashEcallBack() 	d_particle.o 
  0007a1cc 000094 8007f8ac  4 ~dPa_waveEcallBack() 	d_particle.o 
  0007a260 00005c 8007f940  4 ~dPa_ripplePcallBack() 	d_particle.o 
  0007a2bc 000004 8007f99c  4 JPACallBackBase2<P14JPABaseEmitter,P15JPABaseParticle>::init(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  0007a2c0 00006c 8007f9a0  4 ~dPa_singleRippleEcallBack() 	d_particle.o 
  0007a32c 00006c 8007fa0c  4 ~dPa_rippleEcallBack() 	d_particle.o 
  0007a398 000004 8007fa78  4 JPACallBackBase2<P14JPABaseEmitter,P15JPABaseParticle>::draw(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  0007a39c 00006c 8007fa7c  4 ~dPa_selectTexEcallBack() 	d_particle.o 
  0007a408 000004 8007fae8  4 dPa_selectTexEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  0007a40c 000004 8007faec  4 JPACallBackBase2<P14JPABaseEmitter,P15JPABaseParticle>::execute(JPABaseEmitter*, JPABaseParticle*) 	d_particle.o 
  0007a410 00001c 8007faf0  4 cLib_calcTimer<Ul>(u32*) 	d_particle.o 
  0007a42c 00046c 8007fb0c  4 __sinit_d_particle_cpp 	d_particle.o 
  0007a898 000030 8007ff78  4 dPa_setColorEcallBack::draw(JPABaseEmitter*) 	d_particle.o 
  0007a8c8 000004 8007ffa8  4 dPa_setColorEcallBack::setup(JPABaseEmitter*, cXyz const*, csXyz const*, i8) 	d_particle.o 
  0007a8cc 00006c 8007ffac  4 ~dPa_setColorEcallBack() 	d_particle.o 
  0007a938 000000 80080018  1 .text 	d_particle_name.o 
  0007a938 00048c 80080018  1 .text 	d_path.o 
  0007a938 0000f4 80080018  4 dPath_GetPnt(dPath*, i32) 	d_path.o 
  0007aa2c 00010c 8008010c  4 dPath_GetRoomPath(i32, i32) 	d_path.o 
  0007ab38 000128 80080218  4 dPath_GetNextRoomPath(dPath*, i32) 	d_path.o 
  0007ac60 000164 80080340  4 dPath_GetPolyRoomPathVec(cBgS_PolyInfo&, cXyz*, i32*) 	d_path.o 
  0007adc4 000008 800804a4  1 .text 	d_path.o 
  0007adc4 006fb4 800804a4  1 .text 	d_drawlist.o 
  0007adc4 00001c 800804a4  4 dDlst_window_c::setViewPort(f32, f32, f32, f32, f32, f32) 	d_drawlist.o 
  0007ade0 000014 800804c0  4 dDlst_window_c::setScissor(f32, f32, f32, f32) 	d_drawlist.o 
  0007adf4 0001c0 800804d4  4 dDlst_2DTri_c::draw() 	d_drawlist.o 
  0007afb4 0000f0 80080694  4 dDlst_2DPoint_c::draw() 	d_drawlist.o 
  0007b0a4 0002cc 80080784  4 dDlst_2DT_c::draw() 	d_drawlist.o 
  0007b370 000798 80080a50  4 dDlst_2DT2_c::draw() 	d_drawlist.o 
  0007bb08 00010c 800811e8  4 dDlst_2DT2_c::init(ResTIMG*, f32, f32, f32, f32, u8, u8, u8, f32, f32) 	d_drawlist.o 
  0007bc14 0004d8 800812f4  4 dDlst_2DM_c::draw() 	d_drawlist.o 
  0007c0ec 000084 800817cc  4 dDlst_2Dm_c::init(ResTIMG*, ResTIMG*, f32, f32) 	d_drawlist.o 
  0007c170 000014 80081850  4 dDlst_2Dm_c::setPos(i16, i16, i16, i16) 	d_drawlist.o 
  0007c184 00000c 80081864  4 dDlst_2Dm_c::setScale(f32, f32) 	d_drawlist.o 
  0007c190 000018 80081870  4 dDlst_2Dm_c::setScroll(i32, i16, i16) 	d_drawlist.o 
  0007c1a8 00051c 80081888  4 dDlst_2Dm_c::draw() 	d_drawlist.o 
  0007c6c4 00038c 80081da4  4 dDlst_2DMt_c::draw() 	d_drawlist.o 
  0007ca50 000080 80082130  4 dDlst_2D_c(ResTIMG*, i16, i16, u8) 	d_drawlist.o 
  0007cad0 0000b4 800821b0  4 dDlst_2D_c::draw() 	d_drawlist.o 
  0007cb84 000010 80082264  4 cM_rnd_c::init(i32, i32, i32) 	d_drawlist.o 
  0007cb94 0000f4 80082274  4 cM_rnd_c::get() 	d_drawlist.o 
  0007cc88 000038 80082368  4 cM_rnd_c::getF(f32) 	d_drawlist.o 
  0007ccc0 000048 800823a0  4 cM_rnd_c::getFX(f32) 	d_drawlist.o 
  0007cd08 00003c 800823e8  4 cM_rnd_c::getValue(f32, f32) 	d_drawlist.o 
  0007cd44 000370 80082424  4 dDlst_effectLine_c::draw() 	d_drawlist.o 
  0007d0b4 000094 80082794  4 dDlst_effectLine_c::update(cXyz&, _GXColor&, u16, u16, u16, u16, f32, f32, f32, f32) 	d_drawlist.o 
  0007d148 000010 80082828  4 dDlst_alphaModelData_c::set(u8, f32 (*)[4], u8) 	d_drawlist.o 
  0007d158 00060c 80082838  4 dDlst_alphaModelData_c::draw(f32 (*)[4]) 	d_drawlist.o 
  0007d764 000014 80082e44  4 dDlst_alphaModel_c() 	d_drawlist.o 
  0007d778 0000a4 80082e58  4 dDlst_alphaModel_c::create(i32) 	d_drawlist.o 
  0007d81c 00003c 80082efc  4 ~dDlst_alphaModelData_c() 	d_drawlist.o 
  0007d858 000004 80082f38  4 dDlst_alphaModelData_c() 	d_drawlist.o 
  0007d85c 000060 80082f3c  4 dDlst_alphaModel_c::set(u8, f32 (*)[4], u8) 	d_drawlist.o 
  0007d8bc 0000c8 80082f9c  4 dDlst_alphaModel_c::draw(f32 (*)[4]) 	d_drawlist.o 
  0007d984 000260 80083064  4 dDlst_alphaModelPacket::draw() 	d_drawlist.o 
  0007dbe4 000108 800832c4  4 dDlst_shadowPoly_c::set(cBgD_Vtx_t*, u16, u16, u16, cM3dGPla*) 	d_drawlist.o 
  0007dcec 0000d8 800833cc  4 dDlst_shadowPoly_c::set(cXyz&, cXyz&, cXyz&) 	d_drawlist.o 
  0007ddc4 0000c4 800834a4  4 dDlst_shadowPoly_c::draw() 	d_drawlist.o 
  0007de88 0000a0 80083568  4 ~dDlst_shadowReal_c() 	d_drawlist.o 
  0007df28 000060 80083608  4 ~dDlst_shadowTri_c() 	d_drawlist.o 
  0007df88 000078 80083668  4 J3DDrawBuffer__create(u32) 	d_drawlist.o 
  0007e000 000110 800836e0  4 dDlst_shadowReal_c::init() 	d_drawlist.o 
  0007e110 000060 800837f0  4 dDlst_shadowReal_c::reset() 	d_drawlist.o 
  0007e170 00013c 80083850  4 dDlst_shadowReal_c::imageDraw(f32 (*)[4]) 	d_drawlist.o 
  0007e2ac 000200 8008398c  4 dDlst_shadowReal_c::draw() 	d_drawlist.o 
  0007e4ac 000214 80083b8c  4 psdRealCallBack(cBgS_ShdwDraw*, cBgD_Vtx_t*, i32, i32, i32, cM3dGPla*) 	d_drawlist.o 
  0007e6c0 000078 80083da0  4 seaRealCallBack(void*, cXyz&, cXyz&, cXyz&) 	d_drawlist.o 
  0007e738 000298 80083e18  4 realPolygonCheck(cXyz*, f32, f32, cXyz*, dDlst_shadowPoly_c*) 	d_drawlist.o 
  0007e9d0 000088 800840b0  4 ~ShdwDrawPoly_c() 	d_drawlist.o 
  0007ea58 000078 80084138  4 ~cBgS_ShdwDraw() 	d_drawlist.o 
  0007ead0 00035c 800841b0  4 setShadowRealMtx(f32 (*)[4], f32 (*)[4], f32 (*)[4], cXyz*, cXyz*, f32, f32, dDlst_shadowPoly_c*, f32) 	d_drawlist.o 
  0007ee2c 0001bc 8008450c  4 dDlst_shadowReal_c::set(u32, i8, J3DModel*, cXyz*, f32, f32, dKy_tevstr_c*) 	d_drawlist.o 
  0007efe8 00017c 800846c8  4 dDlst_shadowReal_c::set2(u32, i8, J3DModel*, cXyz*, f32, f32, dKy_tevstr_c*) 	d_drawlist.o 
  0007f164 0000a4 80084844  4 dDlst_shadowReal_c::add(J3DModel*) 	d_drawlist.o 
  0007f208 0001e0 800848e8  4 dDlst_shadowSimple_c::draw() 	d_drawlist.o 
  0007f3e8 000280 80084ac8  4 dDlst_shadowSimple_c::set(cXyz*, f32, f32, cXyz*, i16, f32, _GXTexObj*) 	d_drawlist.o 
  0007f668 00004c 80084d48  4 dDlst_shadowControl_c::init() 	d_drawlist.o 
  0007f6b4 000058 80084d94  4 dDlst_shadowControl_c::reset() 	d_drawlist.o 
  0007f70c 000104 80084dec  4 dDlst_shadowControl_c::imageDraw(f32 (*)[4]) 	d_drawlist.o 
  0007f810 0001e4 80084ef0  4 dDlst_shadowControl_c::draw(f32 (*)[4]) 	d_drawlist.o 
  0007f9f4 00009c 800850d4  4 dDlst_shadowControl_c::setReal(u32, i8, J3DModel*, cXyz*, f32, f32, dKy_tevstr_c*) 	d_drawlist.o 
  0007fa90 00009c 80085170  4 dDlst_shadowControl_c::setReal2(u32, i8, J3DModel*, cXyz*, f32, f32, dKy_tevstr_c*) 	d_drawlist.o 
  0007fb2c 000068 8008520c  4 dDlst_shadowControl_c::addReal(u32, J3DModel*) 	d_drawlist.o 
  0007fb94 000064 80085274  4 dDlst_shadowControl_c::setSimple(cXyz*, f32, f32, cXyz*, i16, f32, _GXTexObj*) 	d_drawlist.o 
  0007fbf8 000070 800852d8  4 dDlst_shadowControl_c::setSimpleTex(void*) 	d_drawlist.o 
  0007fc68 00026c 80085348  4 dDlst_mirrorPacket::draw() 	d_drawlist.o 
  0007fed4 000070 800855b4  4 dDlst_mirrorPacket::init(ResTIMG*) 	d_drawlist.o 
  0007ff44 0001e4 80085624  4 mirrorPolygonCheck(cXyz*, cXyz*, f32, dDlst_shadowPoly_c*) 	d_drawlist.o 
  00080128 0001d4 80085808  4 dDlst_mirrorPacket::update(f32 (*)[4], u8, f32) 	d_drawlist.o 
  000802fc 000118 800859dc  4 dDlst_alphaVolPacket::draw() 	d_drawlist.o 
  00080414 0000c8 80085af4  4 dDlst_alphaInvVolPacket::draw() 	d_drawlist.o 
  000804dc 000040 80085bbc  4 dDlst_peekZ_c::newData(i16, i16, u32*) 	d_drawlist.o 
  0008051c 000070 80085bfc  4 dDlst_peekZ_c::peekData() 	d_drawlist.o 
  0008058c 000108 80085c6c  4 dDlst_list_c() 	d_drawlist.o 
  00080694 000030 80085d74  4 mDoExt_3DlineMatSortPacket() 	d_drawlist.o 
  000806c4 000074 80085da4  4 dDlst_shadowReal_c() 	d_drawlist.o 
  00080738 000084 80085e18  4 ~dDlst_shadowRealPoly_c() 	d_drawlist.o 
  000807bc 000048 80085e9c  4 dDlst_shadowTri_c() 	d_drawlist.o 
  00080804 000048 80085ee4  4 ~dDlst_shadowPoly_c() 	d_drawlist.o 
  0008084c 00003c 80085f2c  4 ~dDlst_shadowSimple_c() 	d_drawlist.o 
  00080888 000004 80085f68  4 dDlst_shadowSimple_c() 	d_drawlist.o 
  0008088c 000288 80085f6c  4 dDlst_list_c::init() 	d_drawlist.o 
  00080b14 000174 800861f4  4 ~dDlst_list_c() 	d_drawlist.o 
  00080c88 000128 80086368  4 dDlst_list_c::reset() 	d_drawlist.o 
  00080db0 0000b0 80086490  4 dDlst_list_c::entryZSortXluDrawList(J3DDrawBuffer*, J3DPacket*, cXyz&) 	d_drawlist.o 
  00080e60 000030 80086540  4 dDlst_list_c::set(dDlst_base_c**&, dDlst_base_c**&, dDlst_base_c*) 	d_drawlist.o 
  00080e90 000058 80086570  4 dDlst_list_c::draw(dDlst_base_c**, dDlst_base_c**) 	d_drawlist.o 
  00080ee8 000100 800865c8  4 dDlst_list_c::wipeIn(f32, _GXColor&) 	d_drawlist.o 
  00080fe8 000028 800866c8  4 dDlst_list_c::wipeIn(f32) 	d_drawlist.o 
  00081010 0000a0 800866f0  4 dDlst_list_c::calcWipe() 	d_drawlist.o 
  000810b0 0001dc 80086790  4 dDlst_texSpecmapST(cXyz const*, dKy_tevstr_c const*, J3DModelData*, f32) 	d_drawlist.o 
  0008128c 00005c 8008696c  4 ~dDlst_alphaInvVolPacket() 	d_drawlist.o 
  000812e8 00005c 800869c8  4 ~dDlst_alphaVolPacket() 	d_drawlist.o 
  00081344 0000ac 80086a24  4 ~dDlst_mirrorPacket() 	d_drawlist.o 
  000813f0 000008 80086ad0  4 dDlst_shadowRealPoly_c::getTri() 	d_drawlist.o 
  000813f8 000008 80086ad8  4 dDlst_shadowRealPoly_c::getTriMax() 	d_drawlist.o 
  00081400 00005c 80086ae0  4 ~dDlst_alphaModelPacket() 	d_drawlist.o 
  0008145c 00005c 80086b3c  4 ~dDlst_effectLine_c() 	d_drawlist.o 
  000814b8 000078 80086b98  4 ~dDlst_2D_c() 	d_drawlist.o 
  00081530 00005c 80086c10  4 ~dDlst_2DMt_c() 	d_drawlist.o 
  0008158c 00005c 80086c6c  4 ~dDlst_2Dm_c() 	d_drawlist.o 
  000815e8 00005c 80086cc8  4 ~dDlst_2DM_c() 	d_drawlist.o 
  00081644 00005c 80086d24  4 ~dDlst_2DT2_c() 	d_drawlist.o 
  000816a0 00005c 80086d80  4 ~dDlst_2DT_c() 	d_drawlist.o 
  000816fc 00005c 80086ddc  4 ~dDlst_2DPoint_c() 	d_drawlist.o 
  00081758 00005c 80086e38  4 ~dDlst_2DTri_c() 	d_drawlist.o 
  000817b4 00004c 80086e94  4 __sinit_d_drawlist_cpp 	d_drawlist.o 
  00081800 000094 80086ee0  1 .text 	d_kankyo_data.o 
  00081800 00000c 80086ee0  4 dKyd_dmpalet_getp() 	d_kankyo_data.o 
  0008180c 00000c 80086eec  4 dKyd_dmpselect_getp() 	d_kankyo_data.o 
  00081818 00000c 80086ef8  4 dKyd_dmenvr_getp() 	d_kankyo_data.o 
  00081824 00000c 80086f04  4 dKyd_dmvrbox_getp() 	d_kankyo_data.o 
  00081830 00000c 80086f10  4 dKyd_schejule_getp() 	d_kankyo_data.o 
  0008183c 00000c 80086f1c  4 dKyd_schejule_boss_getp() 	d_kankyo_data.o 
  00081848 00000c 80086f28  4 dKyd_schejule_menu_getp() 	d_kankyo_data.o 
  00081854 000040 80086f34  4 dKyd_xfog_table_set(u8) 	d_kankyo_data.o 
  00081894 0041a8 80086f74  1 .text 	d_kankyo_wether.o 
  00081894 000050 80086f74  4 dKyw_setDrawPacketList(J3DPacket*, i32) 	d_kankyo_wether.o 
  000818e4 000090 80086fc4  4 dKyw_setDrawPacketListSky(J3DPacket*, i32) 	d_kankyo_wether.o 
  00081974 000088 80087054  4 dKyw_setDrawPacketListXluBg(J3DPacket*, i32) 	d_kankyo_wether.o 
  000819fc 000054 800870dc  4 dKyw_setDrawPacketListXluZPos(J3DPacket*, cXyz*) 	d_kankyo_wether.o 
  00081a50 000038 80087130  4 dKankyo_sun_Packet::draw() 	d_kankyo_wether.o 
  00081a88 000038 80087168  4 dKankyo_sunlenz_Packet::draw() 	d_kankyo_wether.o 
  00081ac0 00003c 800871a0  4 ~RAIN_EFF() 	d_kankyo_wether.o 
  00081afc 000004 800871dc  4 RAIN_EFF() 	d_kankyo_wether.o 
  00081b00 000048 800871e0  4 dKankyo_rain_Packet::draw() 	d_kankyo_wether.o 
  00081b48 00003c 80087228  4 ~SNOW_EFF() 	d_kankyo_wether.o 
  00081b84 000004 80087264  4 SNOW_EFF() 	d_kankyo_wether.o 
  00081b88 000030 80087268  4 dKankyo_snow_Packet::draw() 	d_kankyo_wether.o 
  00081bb8 00003c 80087298  4 ~STAR_EFF() 	d_kankyo_wether.o 
  00081bf4 000004 800872d4  4 STAR_EFF() 	d_kankyo_wether.o 
  00081bf8 000030 800872d8  4 dKankyo_star_Packet::draw() 	d_kankyo_wether.o 
  00081c28 00003c 80087308  4 ~POISON_EFF() 	d_kankyo_wether.o 
  00081c64 000004 80087344  4 POISON_EFF() 	d_kankyo_wether.o 
  00081c68 000034 80087348  4 dKankyo_poison_Packet::draw() 	d_kankyo_wether.o 
  00081c9c 00003c 8008737c  4 ~CLOUD_EFF() 	d_kankyo_wether.o 
  00081cd8 000004 800873b8  4 CLOUD_EFF() 	d_kankyo_wether.o 
  00081cdc 000030 800873bc  4 dKankyo_cloud_Packet::draw() 	d_kankyo_wether.o 
  00081d0c 00003c 800873ec  4 ~HOUSI_EFF() 	d_kankyo_wether.o 
  00081d48 000004 80087428  4 HOUSI_EFF() 	d_kankyo_wether.o 
  00081d4c 000030 8008742c  4 dKankyo_housi_Packet::draw() 	d_kankyo_wether.o 
  00081d7c 00003c 8008745c  4 ~VRKUMO_EFF() 	d_kankyo_wether.o 
  00081db8 000004 80087498  4 VRKUMO_EFF() 	d_kankyo_wether.o 
  00081dbc 000034 8008749c  4 dKankyo_vrkumo_Packet::draw() 	d_kankyo_wether.o 
  00081df0 00003c 800874d0  4 ~WAVE_EFF() 	d_kankyo_wether.o 
  00081e2c 000004 8008750c  4 WAVE_EFF() 	d_kankyo_wether.o 
  00081e30 000030 80087510  4 dKankyo_wave_Packet::draw() 	d_kankyo_wether.o 
  00081e60 000030 80087540  4 dKyw_drawSun(i32) 	d_kankyo_wether.o 
  00081e90 000024 80087570  4 dKyw_Sun_Draw() 	d_kankyo_wether.o 
  00081eb4 000044 80087594  4 dKyw_drawSunlenz(i32) 	d_kankyo_wether.o 
  00081ef8 000024 800875d8  4 dKyw_Sunlenz_Draw() 	d_kankyo_wether.o 
  00081f1c 000030 800875fc  4 dKyw_drawRain(i32) 	d_kankyo_wether.o 
  00081f4c 000024 8008762c  4 dKyw_Rain_Draw() 	d_kankyo_wether.o 
  00081f70 000030 80087650  4 dKyw_drawSnow(i32) 	d_kankyo_wether.o 
  00081fa0 000024 80087680  4 dKyw_Snow_Draw() 	d_kankyo_wether.o 
  00081fc4 000030 800876a4  4 dKyw_drawStar(i32) 	d_kankyo_wether.o 
  00081ff4 000024 800876d4  4 dKyw_Star_Draw() 	d_kankyo_wether.o 
  00082018 000034 800876f8  4 dKyw_drawPoison(i32) 	d_kankyo_wether.o 
